subj,loc,canonical_loc,source,source_tag,is_tag,is_universal,is_existing,is_alias,costume
doll-like girl,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,gothic_lolita
doll-like girl,commuter_transport,commuter_transport,universal,,0,1,0,0,gothic_lolita
doll-like girl,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,gothic_lolita
doll-like girl,cozy_living_room,cozy_living_room,universal,,0,1,0,0,gothic_lolita
doll-like girl,dragon_lair,dragon_lair,tag:fantasy,fantasy,1,0,0,0,gothic_lolita
doll-like girl,dungeon_crypt,dungeon_crypt,tag:fantasy,fantasy,1,0,0,0,gothic_lolita
doll-like girl,enchanted_lake,enchanted_lake,tag:fantasy,fantasy,1,0,0,0,gothic_lolita
doll-like girl,fashion_boutique,fashion_boutique,tag:urban,urban,1,0,0,0,gothic_lolita
doll-like girl,illuminated_park,illuminated_park,universal,,0,1,0,0,gothic_lolita
doll-like girl,karaoke_bar,karaoke_bar,tag:urban,urban,1,0,0,0,gothic_lolita
doll-like girl,magic_academy_library,magic_academy_library,tag:fantasy,fantasy,1,0,0,0,gothic_lolita
doll-like girl,messy_kitchen,messy_kitchen,universal,,0,1,0,0,gothic_lolita
doll-like girl,museum_hall,museum_hall,universal,,0,1,0,0,gothic_lolita
doll-like girl,neon_city_street,neon_city_street,tag:urban,urban,1,0,0,0,gothic_lolita
doll-like girl,picnic_park,picnic_park,universal,,0,1,0,0,gothic_lolita
doll-like girl,rainy_alley,rainy_alley,tag:urban,urban,1,0,0,0,gothic_lolita
doll-like girl,school_library,school_library,universal,,0,1,0,0,gothic_lolita
doll-like girl,shopping_mall_atrium,shopping_mall_atrium,tag:urban,urban,1,0,0,0,gothic_lolita
doll-like girl,street_cafe,street_cafe,universal,,0,1,0,0,gothic_lolita
doll-like girl,underground_bar,underground_bar,tag:urban,urban,1,0,0,0,gothic_lolita
doll-like girl,winter_street,winter_street,universal,,0,1,0,0,gothic_lolita
fantasy warrior,alien_planet,alien_planet,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
fantasy warrior,aquarium,aquarium,universal,,0,1,0,0,fantasy_battle
fantasy warrior,art_gallery,art_gallery,universal,,0,1,0,0,fantasy_battle
fantasy warrior,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,fantasy_battle
fantasy warrior,botanical_garden,botanical_garden,universal,,0,1,0,0,fantasy_battle
fantasy warrior,burning_battlefield,burning_battlefield,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
fantasy warrior,castle_hall,castle_hall,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
fantasy warrior,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,fantasy_battle
fantasy warrior,cozy_living_room,cozy_living_room,universal,,0,1,0,0,fantasy_battle
fantasy warrior,dragon_lair,dragon_lair,existing,,0,0,1,1,fantasy_battle
fantasy warrior,dungeon_crypt,dungeon_crypt,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
fantasy warrior,enchanted_lake,enchanted_lake,tag:nature,nature,1,0,0,0,fantasy_battle
fantasy warrior,bamboo_forest,fantasy_forest,tag:nature,nature,1,0,0,1,fantasy_battle
fantasy warrior,illuminated_park,illuminated_park,universal,,0,1,0,0,fantasy_battle
fantasy warrior,japanese_garden,japanese_garden,tag:nature,nature,1,0,0,0,fantasy_battle
fantasy warrior,magic_academy_library,magic_academy_library,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
fantasy warrior,messy_kitchen,messy_kitchen,universal,,0,1,0,0,fantasy_battle
fantasy warrior,museum_hall,museum_hall,universal,,0,1,0,0,fantasy_battle
fantasy warrior,picnic_park,picnic_park,universal,,0,1,0,0,fantasy_battle
fantasy warrior,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,fantasy_battle
fantasy warrior,school_library,school_library,universal,,0,1,0,0,fantasy_battle
fantasy warrior,shinto_shrine,shinto_shrine,tag:nature,nature,1,0,0,0,fantasy_battle
fantasy warrior,tropical_beach,tropical_beach,tag:nature,nature,1,0,0,0,fantasy_battle
fantasy warrior,wave_barrel,wave_barrel,tag:nature,nature,1,0,0,0,fantasy_battle
fantasy warrior,winter_street,winter_street,universal,,0,1,0,0,fantasy_battle
fashionista,aquarium,aquarium,universal,,0,1,0,0,urban_shopping
fashionista,art_gallery,art_gallery,universal,,0,1,0,0,urban_shopping
fashionista,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,urban_shopping
fashionista,botanical_garden,botanical_garden,universal,,0,1,0,0,urban_shopping
fashionista,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,urban_shopping
fashionista,commuter_transport,commuter_transport,universal,,0,1,0,0,urban_shopping
fashionista,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,urban_shopping
fashionista,cozy_living_room,cozy_living_room,universal,,0,1,0,0,urban_shopping
fashionista,fashion_boutique,fashion_boutique,existing,,0,0,1,1,urban_shopping
fashionista,illuminated_park,illuminated_park,universal,,0,1,0,0,urban_shopping
fashionista,karaoke_bar,karaoke_bar,tag:urban,urban,1,0,0,0,urban_shopping
fashionista,messy_kitchen,messy_kitchen,universal,,0,1,0,0,urban_shopping
fashionista,museum_hall,museum_hall,universal,,0,1,0,0,urban_shopping
fashionista,neon_city_street,neon_city_street,tag:urban,urban,1,0,0,0,urban_shopping
fashionista,picnic_park,picnic_park,universal,,0,1,0,0,urban_shopping
fashionista,rainy_alley,rainy_alley,tag:urban,urban,1,0,0,0,urban_shopping
fashionista,school_library,school_library,universal,,0,1,0,0,urban_shopping
fashionista,shopping_mall_atrium,shopping_mall_atrium,tag:urban,urban,1,0,0,0,urban_shopping
fashionista,street_cafe,street_cafe,universal,,0,1,0,0,urban_shopping
fashionista,underground_bar,underground_bar,tag:urban,urban,1,0,0,0,urban_shopping
fashionista,winter_street,winter_street,universal,,0,1,0,0,urban_shopping
female knight,alien_planet,alien_planet,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
female knight,aquarium,aquarium,universal,,0,1,0,0,fantasy_battle
female knight,art_gallery,art_gallery,universal,,0,1,0,0,fantasy_battle
female knight,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,fantasy_battle
female knight,botanical_garden,botanical_garden,universal,,0,1,0,0,fantasy_battle
female knight,burning_battlefield,burning_battlefield,existing,,0,0,1,1,fantasy_battle
female knight,castle_hall,castle_hall,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
female knight,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,fantasy_battle
female knight,commuter_transport,commuter_transport,universal,,0,1,0,0,fantasy_battle
female knight,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,fantasy_battle
female knight,cozy_living_room,cozy_living_room,universal,,0,1,0,0,fantasy_battle
female knight,dragon_lair,dragon_lair,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
female knight,dungeon_crypt,dungeon_crypt,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
female knight,enchanted_lake,enchanted_lake,tag:nature,nature,1,0,0,0,fantasy_battle
female knight,bamboo_forest,fantasy_forest,tag:nature,nature,1,0,0,1,fantasy_battle
female knight,illuminated_park,illuminated_park,universal,,0,1,0,0,fantasy_battle
female knight,japanese_garden,japanese_garden,tag:nature,nature,1,0,0,0,fantasy_battle
female knight,magic_academy_library,magic_academy_library,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
female knight,messy_kitchen,messy_kitchen,universal,,0,1,0,0,fantasy_battle
female knight,museum_hall,museum_hall,universal,,0,1,0,0,fantasy_battle
female knight,picnic_park,picnic_park,universal,,0,1,0,0,fantasy_battle
female knight,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,fantasy_battle
female knight,school_library,school_library,universal,,0,1,0,0,fantasy_battle
female knight,shinto_shrine,shinto_shrine,tag:nature,nature,1,0,0,0,fantasy_battle
female knight,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,fantasy_battle
female knight,street_cafe,street_cafe,universal,,0,1,0,0,fantasy_battle
female knight,tropical_beach,tropical_beach,tag:nature,nature,1,0,0,0,fantasy_battle
female knight,wave_barrel,wave_barrel,tag:nature,nature,1,0,0,0,fantasy_battle
female knight,winter_street,winter_street,universal,,0,1,0,0,fantasy_battle
fitness model,aquarium,aquarium,universal,,0,1,0,0,gym_workout
fitness model,art_gallery,art_gallery,universal,,0,1,0,0,gym_workout
fitness model,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,gym_workout
fitness model,botanical_garden,botanical_garden,universal,,0,1,0,0,gym_workout
fitness model,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,gym_workout
fitness model,commuter_transport,commuter_transport,universal,,0,1,0,0,gym_workout
fitness model,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,gym_workout
fitness model,cozy_living_room,cozy_living_room,universal,,0,1,0,0,gym_workout
fitness model,fitness_gym,fitness_gym,existing,,0,0,1,1,gym_workout
fitness model,illuminated_park,illuminated_park,universal,,0,1,0,0,gym_workout
fitness model,messy_kitchen,messy_kitchen,universal,,0,1,0,0,gym_workout
fitness model,museum_hall,museum_hall,universal,,0,1,0,0,gym_workout
fitness model,picnic_park,picnic_park,universal,,0,1,0,0,gym_workout
fitness model,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,gym_workout
fitness model,school_library,school_library,universal,,0,1,0,0,gym_workout
fitness model,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,gym_workout
fitness model,stadium_court,stadium_court,tag:sport,sport,1,0,0,0,gym_workout
fitness model,street_cafe,street_cafe,universal,,0,1,0,0,gym_workout
fitness model,winter_street,winter_street,universal,,0,1,0,0,gym_workout
fitness model,yoga_studio,yoga_studio,tag:sport,sport,1,0,0,0,gym_workout
flower girl,aquarium,aquarium,universal,,0,1,0,0,mori_natural
flower girl,art_gallery,art_gallery,universal,,0,1,0,0,mori_natural
flower girl,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,mori_natural
flower girl,botanical_garden,botanical_garden,existing,,0,0,1,1,mori_natural
flower girl,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,mori_natural
flower girl,commuter_transport,commuter_transport,universal,,0,1,0,0,mori_natural
flower girl,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,mori_natural
flower girl,cozy_living_room,cozy_living_room,universal,,0,1,0,0,mori_natural
flower girl,enchanted_lake,enchanted_lake,tag:nature,nature,1,0,0,0,mori_natural
flower girl,bamboo_forest,fantasy_forest,tag:nature,nature,1,0,0,1,mori_natural
flower girl,illuminated_park,illuminated_park,universal,,0,1,0,0,mori_natural
flower girl,japanese_garden,japanese_garden,tag:nature,nature,1,0,0,0,mori_natural
flower girl,messy_kitchen,messy_kitchen,universal,,0,1,0,0,mori_natural
flower girl,museum_hall,museum_hall,universal,,0,1,0,0,mori_natural
flower girl,picnic_park,picnic_park,universal,,0,1,0,0,mori_natural
flower girl,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,mori_natural
flower girl,school_library,school_library,universal,,0,1,0,0,mori_natural
flower girl,shinto_shrine,shinto_shrine,tag:nature,nature,1,0,0,0,mori_natural
flower girl,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,mori_natural
flower girl,street_cafe,street_cafe,universal,,0,1,0,0,mori_natural
flower girl,tropical_beach,tropical_beach,tag:nature,nature,1,0,0,0,mori_natural
flower girl,wave_barrel,wave_barrel,tag:nature,nature,1,0,0,0,mori_natural
flower girl,winter_street,winter_street,universal,,0,1,0,0,mori_natural
geisha,aquarium,aquarium,universal,,0,1,0,0,traditional_japanese
geisha,art_gallery,art_gallery,universal,,0,1,0,0,traditional_japanese
geisha,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,traditional_japanese
geisha,botanical_garden,botanical_garden,universal,,0,1,0,0,traditional_japanese
geisha,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,traditional_japanese
geisha,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,traditional_japanese
geisha,cozy_living_room,cozy_living_room,universal,,0,1,0,0,traditional_japanese
geisha,enchanted_lake,enchanted_lake,tag:nature,nature,1,0,0,0,traditional_japanese
geisha,bamboo_forest,fantasy_forest,tag:japanese,japanese,1,0,0,1,traditional_japanese
geisha,illuminated_park,illuminated_park,universal,,0,1,0,0,traditional_japanese
geisha,japanese_bath,japanese_bath,tag:japanese,japanese,1,0,0,0,traditional_japanese
geisha,japanese_garden,japanese_garden,tag:japanese,japanese,1,0,0,0,traditional_japanese
geisha,messy_kitchen,messy_kitchen,universal,,0,1,0,0,traditional_japanese
geisha,museum_hall,museum_hall,universal,,0,1,0,0,traditional_japanese
geisha,picnic_park,picnic_park,universal,,0,1,0,0,traditional_japanese
geisha,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,traditional_japanese
geisha,school_library,school_library,universal,,0,1,0,0,traditional_japanese
geisha,shinto_shrine,shinto_shrine,tag:japanese,japanese,1,0,0,0,traditional_japanese
geisha,street_cafe,street_cafe,universal,,0,1,0,0,traditional_japanese
geisha,tea_room,tea_room,tag:japanese,japanese,1,0,0,0,traditional_japanese
geisha,tropical_beach,tropical_beach,tag:nature,nature,1,0,0,0,traditional_japanese
geisha,wave_barrel,wave_barrel,tag:nature,nature,1,0,0,0,traditional_japanese
geisha,winter_street,winter_street,existing,,0,0,1,1,traditional_japanese
gothic doll,alien_planet,alien_planet,tag:fantasy,fantasy,1,0,0,0,gothic_lolita
gothic doll,aquarium,aquarium,universal,,0,1,0,0,gothic_lolita
gothic doll,art_gallery,art_gallery,universal,,0,1,0,0,gothic_lolita
gothic doll,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,gothic_lolita
gothic doll,botanical_garden,botanical_garden,universal,,0,1,0,0,gothic_lolita
gothic doll,burning_battlefield,burning_battlefield,tag:fantasy,fantasy,1,0,0,0,gothic_lolita
gothic doll,castle_hall,castle_hall,tag:fantasy,fantasy,1,0,0,0,gothic_lolita
gothic doll,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,gothic_lolita
gothic doll,commuter_transport,commuter_transport,universal,,0,1,0,0,gothic_lolita
gothic doll,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,gothic_lolita
gothic doll,cozy_living_room,cozy_living_room,universal,,0,1,0,0,gothic_lolita
gothic doll,dragon_lair,dragon_lair,tag:fantasy,fantasy,1,0,0,0,gothic_lolita
gothic doll,dungeon_crypt,dungeon_crypt,tag:fantasy,fantasy,1,0,0,0,gothic_lolita
gothic doll,enchanted_lake,enchanted_lake,tag:fantasy,fantasy,1,0,0,0,gothic_lolita
gothic doll,fashion_boutique,fashion_boutique,tag:urban,urban,1,0,0,0,gothic_lolita
gothic doll,illuminated_park,illuminated_park,universal,,0,1,0,0,gothic_lolita
gothic doll,karaoke_bar,karaoke_bar,tag:urban,urban,1,0,0,0,gothic_lolita
gothic doll,magic_academy_library,magic_academy_library,tag:fantasy,fantasy,1,0,0,0,gothic_lolita
gothic doll,messy_copy_room,messy_copy_room,existing,,0,0,1,1,gothic_lolita
gothic doll,messy_kitchen,messy_kitchen,universal,,0,1,0,0,gothic_lolita
gothic doll,museum_hall,museum_hall,universal,,0,1,0,0,gothic_lolita
gothic doll,neon_city_street,neon_city_street,tag:urban,urban,1,0,0,0,gothic_lolita
gothic doll,picnic_park,picnic_park,universal,,0,1,0,0,gothic_lolita
gothic doll,rainy_alley,rainy_alley,tag:urban,urban,1,0,0,0,gothic_lolita
gothic doll,school_library,school_library,universal,,0,1,0,0,gothic_lolita
gothic doll,shopping_mall_atrium,shopping_mall_atrium,tag:urban,urban,1,0,0,0,gothic_lolita
gothic doll,street_cafe,street_cafe,universal,,0,1,0,0,gothic_lolita
gothic doll,underground_bar,underground_bar,tag:urban,urban,1,0,0,0,gothic_lolita
gothic doll,winter_street,winter_street,universal,,0,1,0,0,gothic_lolita
gothic girl,alien_planet,alien_planet,tag:fantasy,fantasy,1,0,0,0,gothic_lolita
gothic girl,aquarium,aquarium,universal,,0,1,0,0,gothic_lolita
gothic girl,art_gallery,art_gallery,universal,,0,1,0,0,gothic_lolita
gothic girl,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,gothic_lolita
gothic girl,botanical_garden,botanical_garden,universal,,0,1,0,0,gothic_lolita
gothic girl,burning_battlefield,burning_battlefield,tag:fantasy,fantasy,1,0,0,0,gothic_lolita
gothic girl,castle_hall,castle_hall,tag:fantasy,fantasy,1,0,0,0,gothic_lolita
gothic girl,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,gothic_lolita
gothic girl,commuter_transport,commuter_transport,universal,,0,1,0,0,gothic_lolita
gothic girl,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,gothic_lolita
gothic girl,cozy_living_room,cozy_living_room,universal,,0,1,0,0,gothic_lolita
gothic girl,dragon_lair,dragon_lair,tag:fantasy,fantasy,1,0,0,0,gothic_lolita
gothic girl,dungeon_crypt,dungeon_crypt,existing,,0,0,1,1,gothic_lolita
gothic girl,enchanted_lake,enchanted_lake,tag:fantasy,fantasy,1,0,0,0,gothic_lolita
gothic girl,fashion_boutique,fashion_boutique,tag:urban,urban,1,0,0,0,gothic_lolita
gothic girl,illuminated_park,illuminated_park,universal,,0,1,0,0,gothic_lolita
gothic girl,karaoke_bar,karaoke_bar,tag:urban,urban,1,0,0,0,gothic_lolita
gothic girl,magic_academy_library,magic_academy_library,tag:fantasy,fantasy,1,0,0,0,gothic_lolita
gothic girl,messy_kitchen,messy_kitchen,universal,,0,1,0,0,gothic_lolita
gothic girl,museum_hall,museum_hall,universal,,0,1,0,0,gothic_lolita
gothic girl,neon_city_street,neon_city_street,tag:urban,urban,1,0,0,0,gothic_lolita
gothic girl,picnic_park,picnic_park,universal,,0,1,0,0,gothic_lolita
gothic girl,rainy_alley,rainy_alley,tag:urban,urban,1,0,0,0,gothic_lolita
gothic girl,school_library,school_library,universal,,0,1,0,0,gothic_lolita
gothic girl,shopping_mall_atrium,shopping_mall_atrium,tag:urban,urban,1,0,0,0,gothic_lolita
gothic girl,street_cafe,street_cafe,universal,,0,1,0,0,gothic_lolita
gothic girl,underground_bar,underground_bar,tag:urban,urban,1,0,0,0,gothic_lolita
gothic girl,winter_street,winter_street,universal,,0,1,0,0,gothic_lolita
guitarist,aquarium,aquarium,universal,,0,1,0,0,rock_concert
guitarist,art_gallery,art_gallery,universal,,0,1,0,0,rock_concert
guitarist,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,rock_concert
guitarist,botanical_garden,botanical_garden,universal,,0,1,0,0,rock_concert
guitarist,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,rock_concert
guitarist,commuter_transport,commuter_transport,universal,,0,1,0,0,rock_concert
guitarist,concert_stage,concert_stage,tag:music,music,1,0,0,0,rock_concert
guitarist,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,rock_concert
guitarist,cozy_living_room,cozy_living_room,universal,,0,1,0,0,rock_concert
guitarist,illuminated_park,illuminated_park,universal,,0,1,0,0,rock_concert
guitarist,karaoke_bar,karaoke_bar,tag:music,music,1,0,0,0,rock_concert
guitarist,messy_kitchen,messy_kitchen,universal,,0,1,0,0,rock_concert
guitarist,museum_hall,museum_hall,universal,,0,1,0,0,rock_concert
guitarist,opera_house,opera_house,tag:music,music,1,0,0,0,rock_concert
guitarist,picnic_park,picnic_park,universal,,0,1,0,0,rock_concert
guitarist,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,rock_concert
guitarist,recording_studio,recording_studio,existing,,0,0,1,1,rock_concert
guitarist,school_library,school_library,universal,,0,1,0,0,rock_concert
guitarist,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,rock_concert
guitarist,street_cafe,street_cafe,universal,,0,1,0,0,rock_concert
guitarist,winter_street,winter_street,universal,,0,1,0,0,rock_concert
gym girl,aquarium,aquarium,universal,,0,1,0,0,gym_workout
gym girl,art_gallery,art_gallery,universal,,0,1,0,0,gym_workout
gym girl,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,gym_workout
gym girl,botanical_garden,botanical_garden,universal,,0,1,0,0,gym_workout
gym girl,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,gym_workout
gym girl,commuter_transport,commuter_transport,universal,,0,1,0,0,gym_workout
gym girl,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,gym_workout
gym girl,cozy_living_room,cozy_living_room,universal,,0,1,0,0,gym_workout
gym girl,fitness_gym,fitness_gym,tag:sport,sport,1,0,0,0,gym_workout
gym girl,illuminated_park,illuminated_park,universal,,0,1,0,0,gym_workout
gym girl,messy_kitchen,messy_kitchen,universal,,0,1,0,0,gym_workout
gym girl,museum_hall,museum_hall,universal,,0,1,0,0,gym_workout
gym girl,picnic_park,picnic_park,universal,,0,1,0,0,gym_workout
gym girl,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,gym_workout
gym girl,school_library,school_library,universal,,0,1,0,0,gym_workout
gym girl,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,gym_workout
gym girl,stadium_court,stadium_court,existing,,0,0,1,1,gym_workout
gym girl,street_cafe,street_cafe,universal,,0,1,0,0,gym_workout
gym girl,winter_street,winter_street,universal,,0,1,0,0,gym_workout
gym girl,yoga_studio,yoga_studio,tag:sport,sport,1,0,0,0,gym_workout
injured knight,alien_planet,alien_planet,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
injured knight,aquarium,aquarium,universal,,0,1,0,0,fantasy_battle
injured knight,art_gallery,art_gallery,universal,,0,1,0,0,fantasy_battle
injured knight,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,fantasy_battle
injured knight,botanical_garden,botanical_garden,universal,,0,1,0,0,fantasy_battle
injured knight,burning_battlefield,burning_battlefield,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
injured knight,castle_hall,castle_hall,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
injured knight,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,fantasy_battle
injured knight,cozy_living_room,cozy_living_room,universal,,0,1,0,0,fantasy_battle
injured knight,dragon_lair,dragon_lair,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
injured knight,dungeon_crypt,dungeon_crypt,existing,,0,0,1,1,fantasy_battle
injured knight,enchanted_lake,enchanted_lake,tag:nature,nature,1,0,0,0,fantasy_battle
injured knight,bamboo_forest,fantasy_forest,tag:nature,nature,1,0,0,1,fantasy_battle
injured knight,illuminated_park,illuminated_park,universal,,0,1,0,0,fantasy_battle
injured knight,japanese_garden,japanese_garden,tag:nature,nature,1,0,0,0,fantasy_battle
injured knight,magic_academy_library,magic_academy_library,tag:fantasy,fantasy,1,0,0,0,fantasy_battle
injured knight,messy_kitchen,messy_kitchen,universal,,0,1,0,0,fantasy_battle
injured knight,museum_hall,museum_hall,universal,,0,1,0,0,fantasy_battle
injured knight,picnic_park,picnic_park,universal,,0,1,0,0,fantasy_battle
injured knight,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,fantasy_battle
injured knight,school_library,school_library,universal,,0,1,0,0,fantasy_battle
injured knight,shinto_shrine,shinto_shrine,tag:nature,nature,1,0,0,0,fantasy_battle
injured knight,tropical_beach,tropical_beach,tag:nature,nature,1,0,0,0,fantasy_battle
injured knight,wave_barrel,wave_barrel,tag:nature,nature,1,0,0,0,fantasy_battle
injured knight,winter_street,winter_street,universal,,0,1,0,0,fantasy_battle
inventor girl,steampunk_airship,airship_deck,tag:steampunk,steampunk,1,0,0,1,steampunk
inventor girl,alien_planet,alien_planet,tag:scifi,scifi,1,0,0,0,steampunk
inventor girl,antique_shop,antique_shop,tag:craft,craft,1,0,0,0,steampunk
inventor girl,aquarium,aquarium,universal,,0,1,0,0,steampunk
inventor girl,art_gallery,art_gallery,universal,,0,1,0,0,steampunk
inventor girl,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,steampunk
inventor girl,botanical_garden,botanical_garden,universal,,0,1,0,0,steampunk
inventor girl,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,steampunk
inventor girl,clockwork_workshop,clockwork_workshop,existing,,0,0,1,1,steampunk
inventor girl,commuter_transport,commuter_transport,universal,,0,1,0,0,steampunk
inventor girl,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,steampunk
inventor girl,cozy_living_room,cozy_living_room,universal,,0,1,0,0,steampunk
inventor girl,cyber_lab,cyber_lab,tag:scifi,scifi,1,0,0,0,steampunk
inventor girl,high_tech_medbay,high_tech_medbay,tag:scifi,scifi,1,0,0,0,steampunk
inventor girl,illuminated_park,illuminated_park,universal,,0,1,0,0,steampunk
inventor girl,messy_copy_room,messy_copy_room,tag:craft,craft,1,0,0,0,steampunk
inventor girl,messy_kitchen,messy_kitchen,universal,,0,1,0,0,steampunk
inventor girl,museum_hall,museum_hall,universal,,0,1,0,0,steampunk
inventor girl,neon_city_street,neon_city_street,tag:scifi,scifi,1,0,0,0,steampunk
inventor girl,picnic_park,picnic_park,universal,,0,1,0,0,steampunk
inventor girl,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,steampunk
inventor girl,school_library,school_library,universal,,0,1,0,0,steampunk
inventor girl,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,steampunk
inventor girl,spaceship_bridge,spaceship_bridge,tag:scifi,scifi,1,0,0,0,steampunk
inventor girl,starship_quarters,starship_quarters,tag:scifi,scifi,1,0,0,0,steampunk
inventor girl,street_cafe,street_cafe,universal,,0,1,0,0,steampunk
inventor girl,winter_street,winter_street,universal,,0,1,0,0,steampunk
kendo girl,aquarium,aquarium,universal,,0,1,0,0,traditional_japanese
kendo girl,art_gallery,art_gallery,universal,,0,1,0,0,traditional_japanese
kendo girl,bedroom_boudoir,bedroom_boudoir,universal,,0,1,0,0,traditional_japanese
kendo girl,botanical_garden,botanical_garden,universal,,0,1,0,0,traditional_japanese
kendo girl,clean_modern_kitchen,clean_modern_kitchen,universal,,0,1,0,0,traditional_japanese
kendo girl,commuter_transport,commuter_transport,universal,,0,1,0,0,traditional_japanese
kendo girl,cozy_bookstore,cozy_bookstore,universal,,0,1,0,0,traditional_japanese
kendo girl,cozy_living_room,cozy_living_room,universal,,0,1,0,0,traditional_japanese
kendo girl,enchanted_lake,enchanted_lake,tag:nature,nature,1,0,0,0,traditional_japanese
kendo girl,bamboo_forest,fantasy_forest,tag:nature,nature,1,0,0,1,traditional_japanese
kendo girl,illuminated_park,illuminated_park,universal,,0,1,0,0,traditional_japanese
kendo girl,japanese_garden,japanese_garden,tag:nature,nature,1,0,0,0,traditional_japanese
kendo girl,messy_kitchen,messy_kitchen,universal,,0,1,0,0,traditional_japanese
kendo girl,museum_hall,museum_hall,universal,,0,1,0,0,traditional_japanese
kendo girl,picnic_park,picnic_park,universal,,0,1,0,0,traditional_japanese
kendo girl,rainy_bus_stop,rainy_alley,universal,,0,1,0,1,traditional_japanese
kendo girl,school_classroom,school_classroom,tag:school,school,1,0,0,0,traditional_japanese
kendo girl,school_gym_hall,school_gym_hall,existing,,0,0,1,1,traditional_japanese
kendo girl,school_library,school_library,tag:school,school,1,0,0,0,traditional_japanese
kendo girl,school_rooftop,school_rooftop,tag:school,school,1,0,0,0,traditional_japanese
kendo girl,shinto_shrine,shinto_shrine,tag:nature,nature,1,0,0,0,traditional_japanese
kendo girl,shopping_mall_atrium,shopping_mall_atrium,universal,,0,1,0,0,traditional_japanese
kendo girl,street_cafe,street_cafe,universal,,0,1,0,0,traditional_japanese
kendo girl,tropical_beach,tropical_beach,tag:nature,nature,1,0,0,0,traditional_japanese
kendo girl,wave_barrel,wave_barrel,tag:nature,nature,1,0,0,0,traditional_japanese
